City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,peniche,39.3558,-9.3811,293.46,95,86,9.91,PT,1697574782
285,douglas,41.3,-96.167,296.25,39,0,6.69,US,1697574899
286,nuriootpa,-34.4833,139.0,284.69,46,0,2.51,AU,1697575045
287,sitges,41.2351,1.8119,296.08,94,100,0.45,ES,1697575045
288,ust-tsilma,65.441,52.1498,276.27,89,100,2.68,RU,1697575046
289,colonia,50.9333,6.95,282.51,75,0,3.09,DE,1697574848
290,murghob,38.1702,73.9667,272.38,71,99,1.01,TJ,1697575046
291,kourou,5.1552,-52.6478,301.18,75,14,4.02,GF,1697575047
292,egilsstadir,65.2653,-14.3948,279.1,70,75,3.09,IS,1697575047
293,gannan,47.9147,123.5031,278.17,49,4,3.57,CN,1697575048
294,santa marta de ortigueira,43.6833,-7.85,293.29,58,100,1.79,ES,1697575049
295,neyriz,29.1988,54.3278,291.4,34,0,1.5,IR,1697575049
296,sharm el-sheikh,27.8518,34.305,301.23,36,0,2.57,EG,1697575049
297,pangody,65.85,74.4859,279.39,95,100,4.92,RU,1697575050
298,aykhal,66.0,111.5,262.08,93,96,4.92,RU,1697575050
299,mejit,10.2753,170.8646,300.7,80,53,4.58,MH,1697575051
300,ellensburg,46.9965,-120.5479,291.62,45,75,4.12,US,1697575052
301,vilyuysk,63.7553,121.6247,269.92,96,100,2.24,RU,1697575052
302,tulare,36.2666,-118.8009,298.12,35,0,0.89,US,1697574965
303,arno,60.1167,18.6333,280.25,80,100,4.67,SE,1697575053
304,trujillo,-8.116,-79.03,294.13,78,73,5.66,PE,1697575053
305,alice springs,-23.7,133.8833,281.9,40,0,0.0,AU,1697574880
306,susanville,40.4163,-120.653,296.38,32,0,2.06,US,1697575054
307,badou,7.5833,0.6,296.58,91,98,0.35,TG,1697575055
308,sur,22.5667,59.5289,301.79,60,0,4.33,OM,1697575055
309,mahajanga,-15.7167,46.3167,301.16,78,40,3.6,MG,1697575056
310,inari,68.906,27.0288,270.26,98,95,1.51,FI,1697575056
311,palikir - national government center,6.9248,158.1611,297.56,100,75,1.54,FM,1697575056
312,petrolina,-9.3986,-40.5008,306.18,22,20,4.63,BR,1697575057
313,semenyih,2.9516,101.843,299.36,97,94,0.24,MY,1697575057
314,coquimbo,-29.9533,-71.3436,290.0,67,0,5.14,CL,1697575058
315,sambava,-14.2667,50.1667,294.69,90,5,2.51,MG,1697575058
316,rio gallegos,-51.6226,-69.2181,288.18,36,0,10.8,AR,1697575058
317,brookings,44.3114,-96.7984,295.34,37,0,6.17,US,1697575059
318,tlaltenango de sanchez roman,21.7833,-103.3167,298.71,29,71,2.21,MX,1697575059
319,ponta delgada,37.7333,-25.6667,294.37,77,75,7.72,PT,1697575060
320,saddiqabad,28.3062,70.1307,296.77,49,0,6.76,PK,1697575060
321,christchurch,-43.5333,172.6333,285.6,86,77,3.09,NZ,1697575060
322,maitum,6.0392,124.4986,298.55,85,32,1.63,PH,1697575061
323,cascais,38.6979,-9.4215,293.68,94,75,5.81,PT,1697575061
324,molepolole,-24.4066,25.4951,295.23,31,0,4.78,BW,1697575062
325,juanacatlan,20.5167,-103.1667,296.16,38,75,0.0,MX,1697575062
326,hanceville,34.0607,-86.7675,293.5,42,1,2.4,US,1697575063
327,ust-nera,64.5667,143.2,252.3,95,82,1.64,RU,1697575063
328,cabo san lucas,22.8909,-109.9124,308.49,58,20,2.57,MX,1697574847
329,muhos,64.808,25.9931,274.03,96,28,2.06,FI,1697575064
330,placer,39.0666,-120.7677,299.63,31,2,0.45,US,1697575064
331,tasgaon,17.0333,74.6,300.08,50,97,3.82,IN,1697575065
332,san luis de la loma,17.2706,-100.8939,300.63,87,99,2.94,MX,1697575065
333,padang,-0.9492,100.3543,297.18,90,100,0.95,ID,1697574724
334,badger,64.8,-147.5333,275.08,83,75,1.54,US,1697575066
335,broome,42.2506,-75.833,287.4,76,100,3.6,US,1697575066
336,buckhannon,38.994,-80.232,284.87,77,100,2.06,US,1697574923
337,aoulef,26.9667,1.0833,302.21,15,3,2.55,DZ,1697575067
338,richards bay,-28.783,32.0377,291.43,88,97,3.03,ZA,1697575067
339,susuman,62.7833,148.1667,252.12,83,15,0.89,RU,1697575068
340,cannonvale,-20.2833,148.7,296.81,83,100,9.39,AU,1697575068
341,lihue,21.9789,-159.3672,301.13,63,0,1.54,US,1697575068
342,feicheng,35.2606,117.9675,289.67,63,100,2.09,CN,1697575069
343,vielha,42.6846,0.7726,282.63,85,98,3.62,ES,1697575069
344,ishigaki,24.3448,124.1572,298.22,73,100,4.63,JP,1697575069
345,meizhou,24.2977,116.1072,293.09,81,39,0.88,CN,1697575070
346,murray bridge,-35.1167,139.2667,286.12,68,0,2.07,AU,1697575071
347,ambovombe,-25.1667,46.0833,294.73,91,100,4.43,MG,1697575071
348,timimoun,29.2639,0.231,300.36,14,0,1.54,DZ,1697574934
349,talodi,10.6325,30.3797,297.78,75,100,1.84,SD,1697575072
350,neryungri,56.6709,124.6491,271.06,97,100,1.47,RU,1697575072
351,saint-jean-de-monts,46.7833,-2.0667,295.93,65,99,12.77,FR,1697575073
352,kabala,9.5833,-11.55,294.45,96,100,0.9,SL,1697575073
353,jilin,43.0,126.0,281.5,59,100,2.92,CN,1697575074
354,tangalle,6.024,80.7911,297.99,87,100,1.45,LK,1697575074
355,morinville,53.8001,-113.652,284.16,82,100,5.66,CA,1697575074
356,slave lake,55.2834,-114.769,282.14,93,100,5.14,CA,1697575075
357,veracruz,19.3333,-96.6667,295.95,70,100,1.87,MX,1697574895
358,sinabang,2.4803,96.3801,298.33,86,100,1.45,ID,1697575076
359,terrace,54.5163,-128.6035,283.1,87,100,0.0,CA,1697575077
360,tianchang,37.9981,114.0156,288.04,80,97,1.87,CN,1697575077
361,diapaga,12.0708,1.7889,302.88,44,96,1.0,BF,1697575077
362,sa kaeo,13.75,102.3333,296.85,85,85,1.03,TH,1697575078
363,yarovoye,52.9273,78.58,282.64,79,27,3.19,RU,1697575078
364,baza,37.4907,-2.7726,294.58,52,35,1.8,ES,1697575079
365,santiago de cao,-7.9589,-79.2392,294.22,78,63,5.66,PE,1697575079
366,urangan,-25.3,152.9,294.46,64,48,8.3,AU,1697575079
367,urambo,-5.0667,32.05,295.48,59,63,2.15,TZ,1697575080
368,ryotsu-minato,38.0833,138.4333,287.7,64,0,2.22,JP,1697575080
369,monteagudo,-19.8167,-63.9833,299.98,51,98,1.82,BO,1697575080
370,page,36.9147,-111.4558,296.03,18,0,1.54,US,1697575081
371,shalqar,47.8333,59.6,284.16,43,100,3.13,KZ,1697575081
372,recani,31.2846,-4.2688,299.13,23,100,4.02,MA,1697575082
373,urengoy,65.9667,78.3667,277.65,95,100,4.92,RU,1697575082
374,santo antonio,-6.3106,-35.4789,297.74,67,100,6.29,BR,1697575082
375,kashmar,35.2383,58.4656,290.58,40,3,2.45,IR,1697575083
376,mozarlandia,-14.7447,-50.5706,310.33,17,39,3.09,BR,1697575083
377,hadibu,12.65,54.0333,300.39,74,5,2.55,YE,1697575084
378,bengkulu,-3.8004,102.2655,296.16,95,100,1.73,ID,1697575084
379,kolonia,50.9333,6.95,282.51,75,0,3.09,DE,1697575084
380,scottburgh,-30.2867,30.7532,289.41,87,58,1.79,ZA,1697575085
381,hami,42.8,93.45,280.13,59,0,0.61,CN,1697575085
382,kulhudhuffushi,6.6221,73.07,301.37,72,90,3.58,MV,1697575085
383,newport,51.5877,-2.9984,285.5,75,100,8.43,GB,1697575072
384,yanjiang,30.1211,104.6481,292.18,92,100,2.5,CN,1697575086
385,yanchep,-31.55,115.6833,288.78,85,12,3.58,AU,1697575087
386,alvorada,-12.48,-49.1247,307.91,18,0,2.07,BR,1697575087
387,posto fiscal rolim de moura,-13.0833,-62.2667,308.5,33,32,1.9,BR,1697575087
388,kenai,60.5544,-151.2583,282.67,82,0,2.06,US,1697575088
389,preobrazheniye,42.9019,133.9064,282.84,51,30,3.58,RU,1697575088
390,mezhdurechenskiy,59.6,65.9333,284.99,73,0,4.47,RU,1697575089
391,tromso,69.6496,18.957,273.16,69,75,1.03,NO,1697575089
392,zhigalovo,54.8097,105.1578,275.97,95,100,2.68,RU,1697575090
393,al jawf,29.5,38.75,293.53,43,0,3.6,SA,1697575090
394,puerto cabezas,14.0351,-83.3888,302.13,79,40,4.12,NI,1697575090
395,conceicao do coite,-11.5639,-39.2828,299.45,38,68,5.89,BR,1697574993
396,nuku'alofa,-21.1333,-175.2,297.34,73,20,9.26,TO,1697575091
397,afaahiti,-17.75,-149.2833,298.74,84,90,7.73,PF,1697575092
398,metlili chaamba,32.2667,3.6333,298.67,19,0,3.09,DZ,1697575092
399,namibe,-15.1961,12.1522,291.16,81,44,2.16,AO,1697575092
400,saudarkrokur,65.7461,-19.6394,278.27,85,97,5.17,IS,1697575093
401,yutan,28.25,112.55,291.29,68,0,1.73,CN,1697575009
402,luau,-10.7073,22.2247,292.78,93,100,0.75,AO,1697575094
403,metahara,8.9,39.9167,297.62,42,89,0.7,ET,1697575094
404,minas de marcona,-15.2119,-75.1103,291.2,70,35,5.5,PE,1697575095
405,quellon,-43.1167,-73.6167,285.91,70,83,4.35,CL,1697575095
406,srandakan,-7.9386,110.2506,295.72,95,86,1.58,ID,1697575095
407,kone,-21.0595,164.8658,296.77,81,65,2.32,NC,1697575096
408,okha,53.5739,142.9478,279.17,91,100,3.76,RU,1697575096
409,zaki biam,7.5167,9.6167,297.99,84,100,0.34,NG,1697575097
410,enewetak,11.3474,162.3373,301.73,76,100,7.23,MH,1697575097
411,portage la prairie,49.9728,-98.2926,290.43,55,100,3.6,CA,1697575097
412,camiri,-20.05,-63.5167,307.03,36,75,3.09,BO,1697575098
413,itoman,26.1247,127.6694,295.58,61,20,3.09,JP,1697575098
414,tavricheskoye,54.5851,73.6395,284.69,79,6,3.13,RU,1697575098
415,acarau,-2.8856,-40.12,299.33,76,100,8.64,BR,1697575099
416,vila velha,-20.3297,-40.2925,300.12,82,0,7.2,BR,1697575099
417,yarrawonga,-36.0167,146.0,281.93,79,0,3.26,AU,1697575100
418,lae,-6.7221,146.9847,296.52,84,88,2.73,PG,1697575100
419,vorkuta,67.5,64.0,275.0,94,100,3.81,RU,1697575100
420,sultanah,24.4926,39.5857,305.4,15,0,4.12,SA,1697575101
421,hastings,50.8552,0.5729,286.44,31,100,10.04,GB,1697575101
422,praia da vitoria,38.7333,-27.0667,294.29,78,20,4.98,PT,1697575102
423,altay,47.8667,88.1167,276.97,40,6,2.06,CN,1697575102
424,akrehamn,59.2667,5.1833,283.29,71,75,3.09,NO,1697575102
425,pontes e lacerda,-15.2261,-59.3353,306.61,35,94,1.91,BR,1697575103
426,tubarjal,30.4999,38.216,294.76,41,0,2.76,SA,1697575103
427,ternate,0.8,127.4,299.77,81,21,1.71,ID,1697575104
428,mount gambier,-37.8333,140.7667,281.3,79,1,1.98,AU,1697575104
429,arraial do cabo,-22.9661,-42.0278,300.13,83,0,5.66,BR,1697575104
430,khandyga,62.6667,135.6,265.31,83,100,0.99,RU,1697575105
431,armavir,44.9892,41.1234,281.56,62,71,1.64,RU,1697575105
432,strathmore,51.0501,-113.3852,290.85,63,53,4.02,CA,1697574989
433,wagar,16.1525,36.2032,303.9,49,43,2.58,SD,1697575106
434,malindi,-3.2175,40.1191,299.14,87,100,4.39,KE,1697575106
435,antonio enes,-16.2325,39.9086,299.23,70,100,3.93,MZ,1697575107
436,nikolayevsk-on-amure,53.1406,140.73,275.8,96,83,1.15,RU,1697574927
437,manokwari,-0.8667,134.0833,299.0,74,19,1.32,ID,1697575107
438,piacabucu,-10.4056,-36.4344,297.38,72,81,4.71,BR,1697575108
439,sona,45.4388,10.8255,284.9,76,0,1.54,IT,1697575108
440,fort mcmurray,56.7268,-111.381,285.92,62,0,4.12,CA,1697574960
441,flying fish cove,-10.4217,105.6791,297.97,94,75,4.12,CX,1697575109
442,yur'yev-pol'skiy,56.5,39.6833,275.73,92,97,6.98,RU,1697575109
443,hailey,43.5196,-114.3153,294.2,31,0,8.05,US,1697574982
444,itambe,-15.245,-40.6244,296.76,71,52,1.99,BR,1697575110
445,souillac,-20.5167,57.5167,297.36,88,40,1.03,MU,1697575110
446,minot,48.2325,-101.2963,291.49,55,75,2.57,US,1697575111
447,homer,59.6425,-151.5483,282.47,94,100,0.0,US,1697575111
448,bobo-dioulasso,11.1771,-4.2979,298.4,88,0,0.51,BF,1697575112
449,usogorsk,63.4106,48.6872,276.3,87,100,2.89,RU,1697575112
450,ulaangom,49.9811,92.0667,277.22,40,17,0.63,MN,1697575112
451,niamey,13.5137,2.1098,308.31,29,99,1.54,NE,1697574930
452,bunde,53.1833,7.2667,279.22,92,10,3.21,DE,1697575113
453,kamba,11.8486,3.6576,303.11,46,100,1.35,NG,1697575114
454,chonchi,-42.6128,-73.8092,289.71,53,55,2.34,CL,1697575114
455,palo alto,37.4419,-122.143,303.56,61,0,4.12,US,1697575060
456,spring creek,40.7266,-115.5859,295.82,19,0,3.08,US,1697575115
457,nizhneudinsk,54.9076,99.0276,277.05,96,100,2.68,RU,1697575115
458,tual,-5.6667,132.75,300.07,81,65,7.23,ID,1697575115
459,chui,-33.6971,-53.4616,286.03,70,8,6.28,UY,1697575116
460,ust'-kut,56.7938,105.7672,272.84,97,99,1.79,RU,1697575019
461,puerto deseado,-47.7503,-65.8938,285.95,47,33,7.41,AR,1697575116
462,cidreira,-30.1811,-50.2056,289.66,88,100,5.93,BR,1697575117
463,aparecida do taboado,-20.0867,-51.0936,307.69,26,100,1.3,BR,1697575034
464,portlaoise,53.0344,-7.2998,284.2,91,100,4.92,IE,1697575118
465,port macquarie,-31.4333,152.9167,287.53,63,100,4.05,AU,1697575118
466,goseong,34.9763,128.3236,278.17,61,0,1.65,KR,1697575119
467,muli,2.9167,73.5667,301.0,73,87,5.8,MV,1697575119
468,paterna de rivera,36.5211,-5.8494,294.71,92,28,4.15,ES,1697575119
469,cidade velha,14.9167,-23.6167,301.41,78,20,7.2,CV,1697575120
470,babaeski,41.4325,27.0931,287.09,72,100,3.71,TR,1697575120
471,mongo,12.1844,18.693,303.27,29,3,1.51,TD,1697575121
472,krasnovishersk,60.4078,57.082,281.23,71,100,7.53,RU,1697575121
473,laojunmiao,39.8333,97.7333,272.5,96,100,3.73,CN,1697575121
474,kudahuvadhoo,2.6708,72.8944,300.94,72,12,3.8,MV,1697575122
475,lata,40.1629,-8.3327,292.08,95,100,5.24,PT,1697575122
476,putian,25.4394,119.0103,290.98,83,41,2.33,CN,1697575123
477,khovd,48.0056,91.6419,276.13,33,18,0.1,MN,1697575123
478,purpe,64.4803,76.6897,280.35,93,100,5.33,RU,1697575123
479,tofol,5.3248,163.0078,300.91,74,66,2.21,FM,1697575124
480,port dickson,2.5228,101.7959,299.62,77,100,1.08,MY,1697575124
481,kipushi,-11.7667,27.2333,290.35,96,100,2.59,CD,1697575125
482,la ronge,55.1001,-105.2842,289.27,47,75,2.06,CA,1697575125
483,kolokani,13.5728,-8.0339,298.51,63,80,3.88,ML,1697575126
484,belmonte,-15.8631,-38.8828,297.03,76,5,3.43,BR,1697575126
485,kapuskasing,49.4169,-82.4331,285.2,58,0,3.6,CA,1697575126
486,bouafle,6.9904,-5.7442,298.16,96,84,1.15,CI,1697575127
487,choele choel,-39.2667,-65.6833,298.09,14,0,3.37,AR,1697575127
488,san felipe,10.3399,-68.7425,304.26,52,46,2.23,VE,1697574864
489,sakakah,29.9697,40.2064,296.91,32,0,2.66,SA,1697574913
490,tukrah,32.5341,20.5791,295.69,73,0,0.62,LY,1697575128
491,laguna,38.421,-121.4238,302.2,42,0,4.63,US,1697575086
492,choibalsan,48.0667,114.5,277.79,40,100,5.57,MN,1697575129
493,ayutinskiy,47.77,40.14,275.94,67,93,3.26,RU,1697575129
494,livadeia,38.435,22.8739,289.71,94,99,0.47,GR,1697575130
495,barbastro,42.0356,0.1269,294.45,71,68,1.8,ES,1697575130
496,calvi,42.5,8.8333,289.5,77,75,2.57,FR,1697575131
497,sovetskiy,61.3614,63.5842,281.98,89,85,3.13,RU,1697575131
498,gamba,-2.65,10.0,297.86,83,67,2.34,GA,1697575069
499,parabel',58.6978,81.4825,281.99,92,66,3.13,RU,1697575132
500,tamanrasset,22.785,5.5228,297.1,17,0,1.54,DZ,1697575133
501,bardai,11.65,7.2333,297.49,66,33,4.45,NG,1697575133
502,nogliki,51.8333,143.1667,282.23,84,99,3.13,RU,1697575134
503,harper,4.375,-7.7169,298.27,88,18,2.09,LR,1697575134
504,neiafu,-18.65,-173.9833,298.53,78,40,4.63,TO,1697575135
505,mar del plata,-38.0023,-57.5575,287.16,38,0,6.17,AR,1697574903
506,agadez,19.75,10.25,301.43,15,41,3.6,NE,1697575135
507,delice,39.9537,34.0259,285.77,64,99,1.85,TR,1697575136
508,hotan,37.0997,79.9269,285.15,28,98,3.27,CN,1697575136
509,tazacorte,28.629,-17.9293,297.69,82,40,4.63,ES,1697575136
510,fale old settlement,-9.3852,-171.2468,301.06,77,80,3.99,TK,1697575137
511,kumbo,6.2,10.6667,288.92,92,98,1.21,CM,1697575137
512,lorengau,-2.0226,147.2712,300.51,77,61,1.6,PG,1697575138
513,katsuura,35.1333,140.3,291.25,77,25,2.72,JP,1697575138
514,skiathos,39.1623,23.4909,288.13,77,100,5.56,GR,1697575138
515,dubrovnik,42.6481,18.0922,288.95,67,0,2.06,HR,1697575139
516,rio preto da eva,-2.6994,-59.6997,303.57,54,78,1.99,BR,1697575139
517,zheshart,62.0731,49.5733,279.15,81,99,4.8,RU,1697575139
518,taltal,-25.4,-70.4833,291.23,68,52,1.89,CL,1697575140
519,gazi,35.3253,25.0669,292.63,83,20,0.89,GR,1697575140
520,herceg novi,42.4531,18.5375,288.64,100,0,0.51,ME,1697575141
521,roccella ionica,38.322,16.4009,292.93,83,98,4.63,IT,1697575141
522,pratapgarh,24.0333,74.7833,294.71,60,0,1.09,IN,1697575142
523,dinahican,14.7167,121.7167,299.76,85,26,6.47,PH,1697575142
524,port saint john's,-31.6229,29.5448,290.26,88,18,5.14,ZA,1697575142
525,mili,6.0815,171.735,301.47,70,47,1.59,MH,1697575143
526,funafuti,-8.5243,179.1942,303.15,89,75,5.14,TV,1697575144
527,nahiyat ash shinafiyah,31.5874,44.6602,298.81,33,0,1.53,IQ,1697575144
528,aioun,16.6614,-9.6149,306.17,20,32,2.21,MR,1697575144
529,opuwo,-18.0607,13.84,295.67,22,5,3.26,NA,1697575145
530,cruzeiro do sul,-29.5128,-51.9853,291.77,86,100,3.54,BR,1697575058
531,bartica,6.4,-58.6167,304.33,63,99,2.68,GY,1697575146
532,waddan,29.1614,16.139,297.34,23,22,4.0,LY,1697575146
533,greenwood,34.1668,-82.1165,293.6,46,40,2.06,US,1697575146
534,ylitornio,66.3089,23.6773,269.77,89,26,2.15,FI,1697575147
535,crane,31.3974,-102.3501,299.9,21,0,7.51,US,1697575147
536,port shepstone,-30.7414,30.455,290.51,85,64,2.84,ZA,1697575148
537,nguigmi,14.2495,13.1092,305.06,23,99,4.68,NE,1697575148
538,benidorm,38.5382,-0.131,297.27,68,98,3.52,ES,1697575148
539,tomatlan,19.9333,-105.25,303.48,69,100,3.61,MX,1697575149
540,tadine,-21.55,167.8833,295.43,91,100,5.38,NC,1697575149
541,al bayda',32.7627,21.7551,289.91,86,0,1.72,LY,1697575150
542,chistyye bory,58.3647,41.6278,274.14,95,100,5.35,RU,1697575150
543,jiuquan,39.7432,98.5174,276.43,87,100,5.96,CN,1697575150
544,umluj,25.0213,37.2685,298.89,59,0,3.09,SA,1697575151
545,witu,-2.3889,40.4382,300.24,88,98,3.43,KE,1697575151
546,banket,-17.3833,30.4,292.41,82,41,2.34,ZW,1697575152
547,baoqing,46.3317,132.2111,278.33,57,93,3.59,CN,1697575152
548,mana,5.6592,-53.7767,301.33,76,29,4.43,GF,1697575153
549,bay roberts,47.5999,-53.2648,280.0,82,100,1.34,CA,1697575153
550,san julian,21.0167,-102.1667,296.03,23,97,2.43,MX,1697575154
551,pato branco,-26.2286,-52.6706,290.13,94,86,4.18,BR,1697575154
552,araioses,-2.89,-41.9031,302.14,61,20,7.72,BR,1697575155
553,gamay,12.3854,125.2979,298.44,84,85,0.96,PH,1697575155
554,sant'antioco,39.0664,8.4522,294.83,78,100,4.47,IT,1697575156
555,rock springs,41.5875,-109.2029,294.39,27,0,9.26,US,1697574877
556,najran,17.4924,44.1277,295.51,21,5,1.0,SA,1697575157
557,aitape,-3.1374,142.3475,298.63,87,82,1.53,PG,1697575157
558,ugoofaaru,5.6667,73.0,301.12,77,71,4.28,MV,1697575157
559,bandar abbas,27.1865,56.2808,301.14,83,0,3.09,IR,1697575098
560,chernyshevskiy,63.0128,112.4714,267.08,99,83,1.15,RU,1697575158
561,jincheng,35.5022,112.8328,288.02,84,100,2.4,CN,1697575159
562,kuje,8.8796,7.2272,297.42,88,40,1.19,NG,1697575159
563,noumea,-22.2763,166.4572,297.59,99,100,2.11,NC,1697575160
564,ghat,24.9647,10.1728,301.54,19,76,0.4,LY,1697574884
565,ayr,55.4627,-4.6339,284.14,76,20,7.72,GB,1697575160
566,aldan,58.6031,125.3894,272.15,66,100,1.34,RU,1697575161
567,edmundston,47.3737,-68.3251,282.78,70,100,3.09,CA,1697575161
568,rongelap,11.1635,166.8941,301.39,75,80,5.18,MH,1697575162
569,melfort,52.8667,-104.6177,282.22,87,100,5.66,CA,1697575162
570,maksatikha,57.797,35.8825,276.4,85,100,5.16,RU,1697575162
